article id ,title,author,summary
A01013,"Elon Musk says Twitter purchase 'accelerant' to creating X, 'the everything app'",Fox Business,"Elon Musk says Twitter purchase 'accelerant' to creating X, 'the everything app'X.com, which was co-founded by billionaire Elon Musk in 1999, was an online bank that went on to become PayPal. In 2017, Musk bought the X.com domain name and relaunched the site.that he had a ""grander vision"" for what he thought X.com or X corporation could have been.Â ""It's a pretty, pretty grand vision,"" Musk said. ""Now obviously, that could be started from scratch, but I think Twitter would help accelerate that by three to five years."
A01014,Elon Musk set to showcase Tesla's humanoid robot after delay,Syndicated Content,"By Hyunjoo JinSAN FRANCISCO (Reuters) â€“ Tesla CEO Elon Musk has said a robot business will be worth more than its cars, and on Friday investors, customers and potential workers expect to see a prototype at Tesla's 'AI Day' that could prove whether the bot named 'Optimus' is ready for work.The robot will be the star of the AI show, but Musk is also expected to discuss Tesla's long-delayed self-driving technology. In May, Musk said that the world's most valuable carmaker would be 'worth basically zero' without achieving full self-driving capability, and it faces growing regulatory probes, as well as technological hurdles."
A01015,Why did Elon Musk change his mind on Twitter deal: Explained,system,"There's never a dull moment with Elon Musk, after all. As the billionaire agreed to proceed with his $44 billion deal to buy Twitter in a stunning move, the shares of the social media platform soared while stoking alarm among media watchdogs on the kind of free speech that would flourish on Twitter under Elon Musk. In... readÂ fullÂ story"
A01016,Elon Musk proposes to proceed with buying Twitter,Rickenzie Johnikin,"FILE â€“ Tesla CEO Elon Musk speaks before unveiling the Model Y at Tesla's design studio in Hawthorne, Calif., March 14, 2019. Musk's legalâ€¦ FILE â€“ Tesla CEO Elon Musk speaks before unveiling the Model Y at Tesla's design studio in Hawthorne, Calif., March 14, 2019. Musk's legal team is demanding to hear from a whistleblowing former Twitter executive who could help bolster Musk's case for backing out of a $44 billion deal to buy the social media company. Twitter's former security chief Peiter Zatko received a subpoena on Saturday, Aug."
A01017,Elon Musk presented a humanoid robot for 20 thousand dollars (video),Kumar Natasha,"Photo: Robot Optimus
The head of the American companyÂ TeslaÂ Elon Musk presented a prototype of the humanoid robot Optimus.
During Tesla Artificial Intelligence Day, (Tesla AI Day) The test prototype work took the stage and waved to the audience.Â Musk then showed a video of the robot dragging a box, watering flowers, and lifting metal parts at the company's plant in California.Â 

pic.twitter.com/EzxImHtqBP
 â€” Tesla (@Tesla) October 1, 2022
Tesla boss says 'more work to be done to improve Optimus' and try it out."
A01018,"Alert: Judge delays trial between Twitter and Elon Musk, giving Musk more time to close $44B deal to buy company",,"NEW YORK (AP) â€” Judge delays trial between Twitter and Elon Musk, giving Musk more time to close $44B deal to buy company."
A01019,Elon Musk likely to go ahead with original price of USD 54.20 per share Twitter deal: Report,DNA Web Team,"Elon Musk - File Photo Billionaire Elon Musk is expected to propose going ahead with his takeover of Twitter Inc at USD 54.20 per share, a Bloomberg news reporter tweeted on Tuesday. Twitter shares were up 12.7 per cent at USD 47.93 before trading was halted for the second time. Musk and Twitter were set to enter the courtroom this month, with Twitter seeking an order directing Musk to close the deal at USD 54.20 per share. Musk agreed in April to buy Twitter for USD 44 billion, but within weeks said the number of bot accounts was much higher than Twitter's estimate of less than 5 per cent of users."
A01020,Zelenskyy: 'Which Elon Musk Do You Like More?',Sally Shakkour,"In a tit-for-tat, Ukrainian PresidentÂ Volodymyr Zelenskyy released a poll on his official Twitter account asking people 'which Elon Musk do you like more?' with two choices the first one was 'One who supports Ukraine' and the other one was 'One who supports Russia'.Also Read5 of Elon Musk's Most Famous Twitter â€˜Jokes' The President of Ukraine shared the post following a controversial post by the Tesla founder asking social media users whether they think people whoÂ live in the Donbas & Crimea should have the right to decide if they want to join Russia."
A01021,Dogecoin à¸žà¸¸à¹ˆà¸‡à¸‚à¸¶à¹‰à¸™ 12% à¸«à¸¥à¸±à¸‡ Elon Musk à¸›à¸£à¸°à¸à¸²à¸¨à¸‹à¸·à¹‰à¸­ Twitter,n Detthongchan,"By Sureeporn Detthongchan 


 
à¹ƒà¸™à¸Šà¹ˆà¸§à¸‡à¹€à¸¡à¸·à¹ˆà¸­à¸§à¸²à¸™à¸™à¸µà¹‰ (à¸§à¸±à¸™à¸—à¸µà¹ˆ 4 à¸•à¸¸à¸¥à¸²à¸„à¸¡) Elon Musk à¹€à¸ˆà¹‰à¸²à¸žà¹ˆà¸­à¹€à¸—à¸„à¹‚à¸™à¹‚à¸¥à¸¢à¸µà¸­à¸§à¸à¸²à¸¨ à¹€à¸ˆà¹‰à¸²à¸‚à¸­à¸‡à¸šà¸£à¸´à¸©à¸±à¸— SpaceX à¹à¸¥à¸° CEO à¸šà¸£à¸´à¸©à¸±à¸— Tesla, Inc. à¹„à¸”à¹‰à¸›à¸£à¸°à¸à¸²à¸¨à¹€à¸‚à¹‰à¸²à¸‹à¸·à¹‰à¸­à¸à¸´à¸ˆà¸à¸²à¸£ Twitter à¸­à¸¢à¹ˆà¸²à¸‡à¹€à¸›à¹‡à¸™à¸—à¸²à¸‡à¸à¸²à¸£ à¹à¸¥à¸°à¸—à¸³à¹ƒà¸«à¹‰à¸£à¸²à¸„à¸² Dogecoin à¸žà¸¸à¹ˆà¸‡à¸‚à¸¶à¹‰à¸™à¸à¸§à¹ˆà¸² 12% à¸ à¸²à¸¢à¹ƒà¸™ 24 à¸Šà¸±à¹ˆà¸§à¹‚à¸¡à¸‡
à¹‚à¸”à¸¢ Elon Musk à¹„à¸”à¹‰à¸›à¸£à¸°à¸à¸²à¸¨à¸‹à¸·à¹‰à¸­à¸à¸´à¸ˆà¸à¸²à¸£ Twitter à¸­à¸¢à¹ˆà¸²à¸‡à¹€à¸›à¹‡à¸™à¸—à¸²à¸‡à¸à¸²à¸£ à¹à¸¥à¸°à¹„à¸”à¹‰à¸¢à¸·à¹ˆà¸™à¹€à¸­à¸à¸ªà¸²à¸£à¸•à¹ˆà¸­ SEC à¹€à¸›à¹‡à¸™à¸—à¸µà¹ˆà¹€à¸£à¸µà¸¢à¸šà¸£à¹‰à¸­à¸¢ à¸—à¸³à¹ƒà¸«à¹‰à¸à¸²à¸£à¹„à¸•à¹ˆà¸ªà¸§à¸™à¸‚à¹‰à¸­à¸žà¸´à¸žà¸²à¸—à¸£à¸°à¸«à¸§à¹ˆà¸²à¸‡ Elon Musk à¹à¸¥à¸° Twitter à¸—à¸µà¹ˆà¸¨à¸²à¸¥à¸£à¸±à¸à¹€à¸”à¸¥à¸²à¹à¸§à¸£à¹Œà¸ˆà¸³à¹€à¸›à¹‡à¸™à¸•à¹‰à¸­à¸‡à¸«à¸¢à¸¸à¸”à¸à¸²à¸£à¸žà¸´à¸ˆà¸²à¸£à¸“à¸²à¸„à¸”à¸µà¹€à¸­à¸²à¹„à¸§à¹‰à¸à¹ˆà¸­à¸™ à¹‚à¸”à¸¢à¸‚à¹‰à¸­à¸•à¸à¸¥à¸‡à¹€à¸›à¹‡à¸™à¹„à¸›à¸•à¸²à¸¡à¸—à¸µà¹ˆà¹€à¸„à¸¢à¸•à¸à¸¥à¸‡à¸à¸±à¸™à¹„à¸§à¹‰à¹€à¸”à¸´à¸¡ à¸„à¸·à¸­ à¸£à¸²à¸„à¸²à¸«à¸¸à¹‰à¸™à¸‚à¸­à¸‡ Twitter à¸ˆà¸°à¸¡à¸µà¸¡à¸¹à¸¥à¸„à¹ˆà¸²à¸­à¸¢à¸¹à¹ˆà¸—à¸µà¹ˆ 54."
A01022,"Tesla robot walks, waves, but doesn't show off complex tasks",Associated Press,"elisfkc2 / Flickr / CC BY-SA 2.0 By TOM KRISHER and MATT O'BRIEN
AP Business Writers DETROIT (AP) â€” An early prototype of Tesla Inc.'s proposed Optimus humanoid robot slowly and awkwardly walked onto a stage, turned, and waved to a cheering crowd at the company's artificial intelligence event Friday. But the basic tasks by the robot with exposed wires and electronics were far from CEO Elon Musk's vision of a human-like robot that can change the world. Musk told the crowd that the robot can do much more than the audience saw Friday."
A01023,Elon Musk's â€˜Peace Plan' Draws Severe Backlash from Zelenskyy & Ukrainians,Times Now Digital,"Elon Musk's â€˜Peace Plan' Draws Severe Backlash from Zelenskyy & Ukrainians | Ukraine-Russia War

Updated Oct 4, 2022 | 04:22 PM IST

Tesla CEO #ElonMusk receives severe backlash from #Ukrainian officials. Musk posted a poll asking Twitter users to draw a plan to end #RussiaUkraine War. His â€˜#PeacePlan' included a lot of suggestions. Ukrainians & other officials, including #President #VolodymyrZelenskyy, immediately condemned Musk's tweet. #Zelenskyy responded to Musk with his own counter-poll which says, is Elon Musk pro-Ukraine or pro-Russia? But these slams didn't stop Musk and he posted another tweet."
A01024,"As the SEC Tightens Its Noose Around Kim Kardashian on Crypto Disclosure Delinquencies, Is Elon Musk Next on Dogecoin?",Rohail Saleem,"This is not investment advice. The author has no position in any of the stocks mentioned. Wccftech.com has a disclosure and ethics policy. As the entire financial world is watching the explosion in Credit Suisse's CDS rates with angst, bringing back memories of Bear Stearns' failure back in 2008, the SEC just charged Kim Kardashian for failing to disclose the incentives offered to promote a crypto asset, leading to Elon Musk's detractors calling for similar charges to be leveled against him for allegedly precipitating Dogecoin's (DOGE) pump-and-dump."
A01025,Musk And Twitter Reportedly Postpone His Depositionâ€”But Sticking Points Remain In $44 Billion Deal,Forbes,"Musk And Twitter Reportedly Postpone His Depositionâ€”But Sticking Points Remain In $44 Billion DealThe postponement comes after Musk's u-turn earlier this week to follow through with his offer to acquire Twitter at $54.20 a share.Wall Street Journal, the deal between both sides has still not been finalized as they argue over the terms of ending the ongoing lawsuit.Twitter is unenthused about a condition placed by Musk's representatives that the closing of the deal will be contingent on him receiving the required $13 billion debt financingâ€”something Twitter fears Musk could deliberately sabotageâ€”both theFTJournalreports added."
A01026,"Elon Musk unveils his Tesla robot, and it's at least a robot",Mike Pearl,"Elon Musk unveiled prototype versions of Tesla's Optimus robot at Tesla's AI Day 2022 event on Friday. They were, well, definitely robots. At the top of his speech, he offered this disclaimer: ""I do want to set some expectations with respect to our Optimus robot. As you know, last year it was just a person in a robot suit. But, we've come a long way, and it's...compared to that, it's going to be very impressive.""And were the things the sixth most valuable company in the world revealed impressive compared to a person in a robot suit? You be the judge!

Tweet may have been deleted
(opens in a new tab)


Over the course of a three-hour event held on a Friday afternoon, Musk and some of his Tesla employees updated the public not just on the robots themselves, but on Tesla's entire robot operation, and its AI development process."
A01027,Ukraine ambassador tells Elon Musk to f**k off after he tweets his solution to Ukraine-Russia war,,"Tesla CEO Elon Musk, who was once praised for restoring internet connectivity in Ukraine via Starlink satellites, is now facing backlash from the same citizens for a provocative tweet. Musk conducted a poll on Twitter and offered ""peace"" solutions to the ongoing Ukraine-Russia war. However, the tweet prompted some serious reactions from Ukrainian officials, including their President, Volodymyr Zelensky. Perhaps the harshest reactions came from Ukraine's outgoing ambassador to Germany, Andriy Melnyk, who dropped multiple F-bombs in reply to Musk's tweet."
A01028,Elon Musk to proceed with bid to buy Twitter,Efosataiwo Vanguardngr.Com,"By Efosa Taiwo Elon Musk has decided to proceed with aÂ $44 billion buyout of Twitter. This is in accordance with aÂ letterÂ his lawyer sent to Twitter's
The post Elon Musk to proceed with bid to buy Twitter appeared first on Vanguard News."
A01029,"Musk and Twitter CEO Agrawal were briefly pals, texts show",Matt O'Brien,"FILE - Tesla and SpaceX Chief Executive Officer Elon Musk speaks at the SATELLITE Conference and Exhibition in Washington on March 9, 2020. Newly disclosed text messages between Musk and Twitter CEO Parag Agrawal showed that the two men briefly bonded in April 2022 over their love of engineering, until Musk tweeted this message early on Aug. 9, 2022: ""Is Twitter dying?"" (AP Photo/Susan Walsh, File) Posted Thursday, September 29, 2022 9:04 pm By MATT O'BRIEN and RANDALL CHASE DOVER, Del. (AP) â€” Newly disclosed text messages between Elon Musk and Twitter CEO Parag Agrawal showed that the two men briefly bonded in the spring over their love of engineering â€” at least until Musk publicly tweeted this message early on April 9: â€˜ Is Twitter dying? '' That soured a relationship that appeared to bloom around the time Twitter offered the billionaire Tesla CEO a board seat after learning that he had purchased a huge stake in the company."
A01030,Elon Musk says what the chances are of a Russian nuclear war happening,Jak Connor,Tesla and SpaceX CEO and founder Elon Musk has found himself in hot water over his recent comments on Twitter about Russia and Ukraine.Elon Musk has found himself in the middle of online controversy following a series of tweets from the Tesla CEO about what needs to be done in Ukraine. The Tesla and SpaceX founder took to Twitter last night to post a barrage of Ukraine-Russia war tweets which revealed his opinion on the matter and what he believes needs to be done to reach a resolution. Musk's Monday night tweet proposed a series of conditions that he believes would lead to peace being brokered between the two nations.
A01031,Hollywood Super Agent Attempts to Open Door for Twitter-Musk Settlement,,"Shares of Twitter (NYSE: TWTR) jumped Friday, currently up more than 3% on news that Hollywood super-agent Ari Emanuel has attempted to open the door for a potential settlement between Elon Musk and the social media company regarding their disputed $44 billion takeover.

The news was reported by Bloomberg Law, citing people familiar with the matter.

Emanuel reportedly spoke to Twitter board member Egon Durban in the past few weeks to propose the two sides find a resolution to the dispute ahead of upcoming court proceedings."
A01032,Elon Musk Reveals Humanoid Robot Optimus at AI Day 2022.,Rumble,
A01033,"Elon Musk Presents First Humanoid Robot, Optimus",Giovanni Prete,"Tesla's billionaire CEO, Elon Musk, showed off the latest prototype of its humanoid robot called 'Optimus' on Friday, predicting the electric vehicle maker would be able to produce millions and sell them for just under twenty thousand dollars.

Optimus appeared on stage at a Silicon Valley event, where it waved to the audience and raised its knees. Musk said the robot was a work-in-progress but could go on the market in a few years.

According to company engineers, Tesla's mass-market robots will be tested by working jobs in the car factories."
A01034,"Tesla AI Day: Elon Musk teases the Optimus robot, self-driving and AI",mediabest,"Tesla is expected to unveil a prototype of its humanoid robot, Optimus, at AI Day tonight in Palo Alto, CaliforniaÂ The Elon Musk-led company is also going to update the public on self-driving, the company's Dojo supercomputer and moreÂ The mogul has also said that people can expect â€˜lots of technical detail and cool hardware demos' at the eventWall Street and tech-watchers will be looking for any clues about Tesla's fiscal health as the automaker aims to close out the year stronglyAfter months of tweets and teases, Elon Musk is attempting to manage expectations ahead of Tesla's AI Day tonight."
A01035,Elon Musk To Acquire Twitter! Till What Extent Will 'Free Speech' Be Permitted?,Delma Wilson,"In April, Tesla founder Elon Musk signed a contract to buy Twitter but backed out in July due to a reported lack of details on bots and spam accounts. This move by Elon Musk forced Twitter to take legal action against Musk.However, after fighting a legal battle for months, it looks like Elon Musk has finally decided to acquire the firm at its original price of $54.20 per share.This has brought mixed reactions from the public. A few believe that Twitter will find stability under his surveillance, while others claim that he might allow dangerous voices like Donal Trump to return."
A01036,"Twitter, Elon Musk Trial is Still On, Says Judge",Bea Beltran,"Are you still following the whirlwind that is Twitter, Elon Musk, and the Delaware Chancery Court? Just when we thought that it would finally come to an end since Elon Musk finally agreed to buy Twitter again, Chancellor Kathaleen McCormick says that the trial is still on. A quick recap of what had transpired before the decision. The tech billionaire decided to go ahead with the initial deal of buying Twitter for $44 billion after backing out, but he will only do so if they waive the trial and any court proceedings involved."
A01037,Ukraine enraged by Elon Musk's poll tweet on the Russian invasion: 'f--- off',Bradford Betz,"Tesla CEO Elon Musk lit a firestorm Monday morning with a tweet suggesting that Ukraine should give up some of its territories and hold new elections in regions Russia has annexed.Â  Musk tweeted out a poll, asking respondents to weigh in on a series of proposals to obtain Ukraine-Russia peace: redo elections of annexed regions under UN supervision and Russia leaves if that is the will of the people, Crimea remains part of Russia, water supply to Crimea is assured, and Ukraine remains neutral.Â  More than 63% of respondents voted no, while the remaining respondents voted yes."
A01038,Dogecoin Creator Defends Musk in Twitter Discussion About Tesla,CoinEdition,"Â© Reuters. Dogecoin Creator Defends Musk in Twitter Discussion About Tesla

 Shibetoshi Nakamoto, the creator of , has defended tech entrepreneur Elon Musk.Nakamoto sarcastically remarked that Musk doesn't build every single rocket.The conversation regarding Tesla's original ownership still remains in the crypto space.Shibetoshi Nakamoto, the creator of Dogecoin, has yet again defended their chief patron and primary supporter, millionaire tech entrepreneur Elon Musk. This time it was in a Twitter conversation that Crypto analyst and social media personality Whole Mars Catalog started."
A01039,Elon Musk Expected to Buy Twitter After All,Clayton Sterling Cyre,"According to a recent report based on anonymous sources, Elon Musk may be going ahead with his bid to purchase Twitter after the lengthy process of discovery. Musk first offered to buy the company back in April, but since then has called into question the company's slim reported number of Twitter bot accounts which the Tesla CEO believes is significantly lower than the actual sum. Elon Musk first proclaimed that he would buy Twitter for $44 billion at $54.20 per share on April 14 and since then, employees at the social media company have expressed their own concerns about the corporate shuffling."
A01040,Elon Musk set to showcase Tesla's humanoid robot after delay,Syndicated Content,"By Hyunjoo Jin

SAN FRANCISCO (Reuters) â€“ Tesla CEO Elon Musk has said a robot business will be worth more than its cars, and on Friday investors, customers and potential workers expect to see a prototype at Tesla's 'AI Day' that could prove whether the bot named 'Optimus' is ready for work.

The robot will be the star of the AI show, but Musk is also expected to discuss Tesla's long-delayed self-driving technology. In May, Musk said that the world's most valuable carmaker would be 'worth basically zero' without achieving full self-driving capability, and it faces growing regulatory probes, as well as technological hurdles."
A01041,Report: Musk proposes going ahead with deal to buy Twitter,The Associated Press,"The Associated PressOct. 4, 2022Updated: Oct. 4, 2022 12:51Â p.m. This is a carousel. Use Next and Previous buttons to navigate 1of6FILE - Elon Musk speaks at the SATELLITE Conference and Exhibition March 9, 2020, in Washington. Trading in shares of Twitter were halted after the stock spiked, Tuesday, Oct. 4, 2022 on reports that Musk would proceed with his $44 billion deal to buy the company after months of legal battles.Susan Walsh/APShow MoreShow Less 2of6FILE - The Twitter application is seen on a digital device, Monday, April 25, 2022, in San Diego."
A01042,Elon Musk Rages That 'Twitter Will Not Take Yes for an Answer' and Calls Upon the Court To Delay the Trial Until Funding Is Secured [Updated],Rohail Saleem,"Well, we have bad news for those of you who were expecting a swift conclusion to the ongoing soap opera between Elon Musk and Twitter after the CEO of Tesla agreed to revive the original Twitter takeover deal earlier this week. The drama continues!

In recently filed court documents that are now being quoted by Reuters and New York Times, Elon Musk has asked the Delaware Court of Chancery to delay the trial set to commence on the 17 th of October, citing the need to secure debt financing for the deal."
A01043,"Deja Vu: Elon Musk wants to buy Twitter, again; offers $44 billion, again [Report]",IBT Technology Desk,"Musk hits out at Twitter responses, calls 90% of them bots Tesla CEO Elon Musk has reportedly proposed again to buy Twitter at $54.20 a share, the same price he originally proposed in April this year before terminating the $44 billion takeover deal. According to Bloomberg, Musk has sent Twitter a letter offering to buy the micro-blogging platform at the originally proposed price. The move, if true, has created confusion in the minds of millions as the Musk-Twitter legal battle is set to begin in a US court from October 17."
A01044,Elon Musk Twitter sale is back on as original share price agreed,Lois Mackenzie,"Elon Musk Twitter sale is back on as original share price agreed (PA) Twitter has confirmed that Elon Musk has offered to buy the company for the second time this year.

 In a statement, the social media site has said it plans to agree to the offer at Â 54.20 dollars (Â£47.23) per share, the same price Mr Musk previously put forward.


 The total value of the deal would be 44 billion dollars (Â£38.3 billion).

 A spokesperson for Twitter said: 'We received the letter from the Musk parties which they have filed with the SEC."
A01045,"Zelenskyy hits back at Elon Musk's controversial Twitter poll about the war with a poll of his own, asking people if they prefer a Musk who supports Russia or Ukraine",Nidhi Pandurangi,"On Monday, Elon Musk created a storm of controversy when he posted a poll on Twitter with a proposed ""peace plan"" for the war in Ukraine. The plan appeared to parrot Putin's agenda, angering Ukrainian officials â€” including President Volodymyr Zelenskyy.In response, Zelenskyy issued his own Twitter poll â€” and Musk was the subject of the poll. ""Which @elonmusk do you like more,"" Zelenskyy wrote, and provided two options: ""one who supports Ukraine"" and ""one who supports Russia.""Â Thirteen hours after it was posted, the tweet had been retweeted nearly 50,000 times."
A01046,A Trove of Elon Musk's Text Messages Was Just Released. Here Are the Most Revealing.,Alex Kantrowitz,"This article is fromÂ Big Technology, a newsletter by Alex Kantrowitz. On Thursday afternoon,Â the Delaware Chancery CourtÂ releasedÂ two exhibits of evidence: hundreds of text messages between Elon Musk and other relevant parties in the Twitter deal, which Musk tried to walk away from earlier this year, leading Twitter to sue to force the deal through. The trial is set to begin on Oct. 17. Given that it's Musk, many of the exchanges are revealing, irreverent, and extremely fun. They're also a rare look into the inner workings of Silicon Valley dealmaking, giving us some insight into Musk's process and how he lost interest in his prized acquisition."
A01047,Elon Musk's dad chillingly reveals how he shot dead three armed intruders,alexander.diaz@thesun.co.uk,"ELON Musk's scandal-ridden dad Errol has told how he killed three armed intruders in South Africa in a Clint Eastwood-style shootout.
In an exclusive interview, the 76-year-old gave the full gory details of the 1998 gunfight for the first time.
Elon Musk has a problematic relationship with his dad, ErrolCredit: Getty Images - Getty
Errol Musk has shared new details of an incident from the 1990sCredit: AFP or licensors
Errol's daughter, Ali, was also involved in the 1990s shooting incidentCredit: Facebook
Last week Elon Musk, who has a problematic relationship with his dad, revealed on Twitter that he and his brother, Kimbal, have provided Errol financial support since the 1990s ""on condition that he did not do bad things."
A01048,"Elon Musk would wake up in night screaming with stress over business deals, ex-wife says",Adam Sherwin,"Elon Musk woke up 'screaming with night terrors' when his business empire was on the verge of collapse, his ex-wife Talulah Riley has revealed.The British actress speaks about her turbulent relationship with the world's richest man in a BBC documentary, The Elon Musk Show.The St Trinian's star married Musk in 2010 after a whirlwind ten-day romance. They divorced two years later, before remarrying in 2013.The billionaire filed for divorce in 2014, then withdrew it. Two years later, Riley filed for a divorce which was finalised later that year."
A01049,Twitter shares halted after reports Elon Musk to move forward with $44 billion deal to buy the company,The Associated Press,"Twitter whistleblower brings critiques to CongressA former security chief at Twitter told Congress on Tuesday that the social platform is plagued by weak cyber defenses, privacy threats and the inability to control millions of fake accounts. (Sept. 13)Trading in shares of Twitter were halted after the stock spiked on reports that Elon Musk would proceed with his $44 billion deal to buy the company after months of legal battles.The news, based on anonymous sources, was first reported by Bloomberg News."
A01050,Zelensky And National Guard Briefly Reacted To Elon Musk's 'Peace Proposal',Yuriy Butusov,"28 


ELON MUSK

Tesla shares fell by 8.6%. President of Ukraine Volodymyr Zelensky and the National Guard reacted to Elon Musk's, the billionaire and head of Tesla, tweets about Russia and Ukraine.Volodymyr Zelensky posted a poll on Twitter. He asked if Elon Musk's followers would like his support for Russia or Ukraine. 


The National Guard of Ukraine did not stand aside and briefly reacted to Elon Musk's comparison of the population of Russia and Ukraine.The Ukrainian military wrote a figure on the losses of the Russian Armed Forces since the beginning of the full-scale invasion of the Russian army."
A01051,Elon Musk Tortured and Killed 23 Monkeys?,noah,"Ok folks, this is a wild one.
Elon Musk a polarizing figure.
I know half of you love him and half of you don't trust him farther than you could throw him.
I come down somewhere in the middleâ€¦.
I find him endlessly fascinating and I want to believe he's a white hat, but I understand his links to Space (fake?) to Green Energy (hello AOC!) to mind control chips (hello Revelation!) and so many more things make him questionable.
I will also say this: don't hate on a Tesla until you've driven one.
Put simply: they are incredible!
So I'm not one of these people that hates on all Tesla owners."
A01052,Elon Musk unveils AI humanoid robot 'Optimus' that costs less than a Tesla car,,"Tesla CEOElon Musk unveiled Friday the prototype of an artificial intelligence humanoid robot named Optimus that will reportedly cost the public less than one of the company's motor vehicles.The humanoid robot walked onstage during Tesla's ""AI Day"" event hosted at the company's office in Palo Alto, California, and waved to the crowd.A video was shown of the robot doing several menial tasks such as watering plants, carrying a box and moving metal bars at the Tesla factory.Musk, 51, stated that his goal is to have a functional humanoid robot as soon as possible."
A01053,"Elon Musk's texts reveal what led to Twitter bid, before deal fell apart",Faiz Siddiqui,"SAN FRANCISCO â€” Weeks before Elon Musk announced he was buying Twitter, the social media company's recently departed CEO Jack Dorsey sent him a text.Musk had tweeted that day in late March that he wanted a new platform to take Twitter's place as an online town square.'Yes, a new platform is needed. It can't be a company,' Dorsey texted. 'This is why I left.''Ok,' Musk replied to Dorsey. 'What should it look like?'The text exchange, unveiled in court documents made public Thursday, is part of a new trove of communications from the first half of the year that help shed light on the motivations behind the world's richest man's decision to acquire a massive stake in Twitter, then decide to take it private for $44 billion."
A01054,"Elon Musk Again Declares He'll Buy Twitter, Who Accepts the Offer Once More",Bea Beltran,"People have been thrown for a loop time and time again with every news update about the Twitter vs. Elon Musk legal battle. It just won't stop, as Musk once again said that he would buy the company. If you're getting all confused about how things have transpired, you don't even have to be. You might as well forget that the whole legal battle happened since the Tesla Motors CEO will buy Twitter for the exact same price as previously agreed upon, which is $44 billion. According to a tweet by @TwitterIR, they have received a letter from Musk's side stating that they have already filed with the SEC, with the unchanged share price of $54."
A01055,Matt Levine's Money Stuff: Musk and Twitter Have Some Loose Ends,Matt Levine,"OpinionOct. 6, 2022, 2:16 PMProgramming note: If you are Elon Musk, please stop reading this newsletter right now. You have like six companies to run! Get back to work. For the rest of you: Money Stuff will be off tomorrow and Monday, back on Tuesday.Oh Elon: Where we areLet's just do a roundup of Elon-Musk-buying-Twitter-Inc.-again news. First, technically, the trial's still on:The trial in Twitter Inc.'s lawsuit against Elon Musk remains on track to begin on Oct. 17 because the court has not yet received an agreement from the parties to put the case on hold, the Delaware judge overseeing ."
A01056,Elon Musk Planning To Replace All Social Media With â€˜Everything App',Max Langridge,"Elon Musk, the visionary (but erratic) billionaire, now seems to want to take over all of social media following his $44 billion acquisition of Twitter.Another day, another cryptic tweet from Tesla founder Elon Musk. The man who can spark a stock market frenzy with just a few words this morning tweeted, 'Buying Twitter is an accelerant to creating X, the everything app.' Buying Twitter is an accelerant to creating X, the everything appâ€” Elon Musk (@elonmusk) October 4, 2022 For those out of the loop, Elon Musk proposed a takeover of Twitter and completed his acquisition in April 2022, saying only he could unlock the 'extraordinary potential,' of the platform by taking it private."
A01057,Elon Musk reveals 'the everything app' after pushing forward with Â£38bn Twitter takeover,Ciaran Daly,"With Elon Musk set to push ahead with his Â£38billion buyout of Twitter ahead of an 'unwinnable' lawsuit against him, the billionaire has announced an entirely new project out of the blueAfter a year of bold promises, mounting legal threats, and general umming and ahing, it looks like Elon Musk is set to buy Twitter after all. His legal team have U-turned on the deal, which he pulled out of in July citing the number of fake accounts on the platform. Now, Musk wants to have talks with Twitter to buy the social network for Â£47."
A01058,BREAKING: Elon Musk's Twitter Purchase Is Back On,Matt Margolis,"Tesla CEO Elon Musk has reportedly decided to move ahead with purchasing Twitter for the original offer of $44 billion, anonymous sources tell Bloomberg News.
If accepted, his offer would put an end to the legal battle that has been ongoing since the summer, when he backed out of the deal over the company's failure to disclose how many of Twitter's accounts are bots rather than real people. Twitter's board, which initially scoffed at Musk's offer to buy the platform, went on to sue Musk to compel him to complete the acquisition."
A01059,Elon Musk offers to close TWITTER deal at original price,Agence France-Presse,"Elon Musk on Tuesday offered to push through with his buyout of Twitter at the original agreed price, just weeks before the scheduled start of a bitter court case over his efforts to withdraw from the deal. The world's richest man said in a filing with the Securities and Exchange Commission that he sent Twitter a letter vowing to honor the contract. The latest twist in the long-running saga came ahead of the high-stakes trial instigated by Twitter in an attempt to hold the Tesla chief to the deal he signed in April."
A01060,Why Ukraine diplomat told Elon Musk to â€˜f*** off',First Published Oct,"First Published Oct 4, 2022, 12:22 PM ISTTesla CEO Elon Musk, who was once praised for restoring internet connectivity in Ukraine via Starlink satellites, is now facing backlash from the same citizens for a provocative tweet.Â Musk launched a Twitter poll and proposed ""peace"" remedies to the ongoing Ukraine-Russia conflict. The post, however, elicited significant reactions from Ukrainian politicians, including President Volodymyr Zelenskyy. One of the worst comments came from Ukraine's departing ambassador to Germany, Andriy Melnyk, who responded to Musk's tweet with numerous F-bombs."
A01061,Elon Musk's texts show how his relationship with Twitter went sideways,Clare Duffy,"Days before publicly announcing his investment in Twitter, Elon Musk texted with Jack Dorsey. The former Twitter CEO suggested he no longer believed in the company he founded, according to new court filings in the legal battle between Musk and Twitter.Musk had begun quietly building up a large stake in Twitter in January. In a text on March 26, Dorsey told Musk, ""a new platform is needed. It can't be a company. This is why I left.""Musk, an avid Twitter user who was often seen as friendly with Dorsey, responded by asking what the platform should look like."
